"Время, ч","AL, матрица на границе, ат.%","AL, выделение на границе, ат.%","CR, матрица на границе, ат.%","CR, выделение на границе, ат.%"
0.0,4.491400140942714,17.08519692044615,14.589320799785538,7.670003822985867
1.024e-05,4.4914001409427575,17.0851969204462,14.589320799785485,7.670003822985833
2.049024e-05,4.491400140942665,17.085196920446023,14.589320799785607,7.670003822985969
3.075073024e-05,4.491400140942744,17.085196920446165,14.589320799785426,7.670003822985852
4.102148097024e-05,4.491400140942831,17.08519692044632,14.58932079978535,7.670003822985695
5.1302502451210234e-05,4.491400140942792,17.085196920446283,14.589320799785476,7.670003822985752
6.159380495366144e-05,4.491400140942641,17.085196920446037,14.58932079978566,7.670003822985959
7.18953987586151e-05,4.491400140942695,17.085196920446123,14.589320799785519,7.670003822985888
8.220729415737373e-05,4.491400140942771,17.085196920446172,14.5893207997854,7.670003822985858
9.25295014515311e-05,4.491400140942706,17.085196920446112,14.589320799785588,7.670003822985899
0.00010286203095298264,4.491400140942711,17.085196920446112,14.589320799785577,7.6700038229859
0.00011320489298393563,4.491400140942734,17.085196920446126,14.589320799785488,7.670003822985892
0.00012355809787691955,4.491400140942714,17.085196920446094,14.589320799785396,7.670003822985892
0.0001339216559747965,4.491400140942738,17.085196920446126,14.589320799785533,7.670003822985871
0.00014429557763077127,4.491400140942795,17.085196920446236,14.589320799785433,7.670003822985784
0.000154679873208402,4.491400140942773,17.085196920446187,14.589320799785433,7.670003822985802
0.00016507455308161038,4.491400140942743,17.085196920446137,14.589320799785494,7.670003822985865
0.00017547962763469195,4.491400140942697,17.085196920446137,14.589320799785613,7.670003822985888
0.00018589510726232662,4.4914001409427335,17.08519692044617,14.589320799785416,7.670003822985835
0.00019632100236958888,4.4914001409427025,17.08519692044609,14.589320799785549,7.670003822985902
0.0002067573233719584,4.491400140942749,17.085196920446162,14.589320799785552,7.670003822985835
0.0002172040806953303,4.4914001409427184,17.08519692044613,14.58932079978551,7.6700038229858745
0.00022766128477602556,4.491400140942782,17.085196920446208,14.58932079978546,7.670003822985776
0.0002381289460608015,4.491400140942755,17.085196920446233,14.589320799785535,7.670003822985811
0.00024860707500686224,4.491400140942778,17.085196920446204,14.589320799785419,7.670003822985795
0.000259095682081869,4.491400140942748,17.085196920446187,14.589320799785451,7.6700038229858185
0.0002695947777639508,4.491400140942761,17.085196920446215,14.589320799785513,7.670003822985795
0.0002801043725417147,4.491400140942748,17.085196920446197,14.589320799785598,7.670003822985813
0.0002906244769142563,4.4914001409427975,17.085196920446258,14.589320799785405,7.670003822985771
0.00030115510139117047,4.491400140942681,17.085196920446126,14.589320799785515,7.6700038229858905
0.00031169625649256154,4.491400140942817,17.08519692044629,14.589320799785321,7.670003822985725
0.000322247952749054,4.491400140942785,17.08519692044624,14.589320799785451,7.670003822985771
0.00033281020070180295,4.491400140942769,17.085196920446187,14.589320799785476,7.670003822985828
0.00034338301090250465,4.491400140942767,17.085196920446233,14.589320799785318,7.670003822985795
0.00035396639391340704,4.4914001409426305,17.085196920446016,14.589320799785613,7.670003822986003
0.00036456036030732027,4.491400140942694,17.085196920446126,14.589320799785538,7.67000382298589
0.0003751649206676274,4.491400140942789,17.085196920446247,14.589320799785465,7.670003822985781
0.0003857800855882949,4.491400140942759,17.085196920446187,14.589320799785419,7.670003822985823
0.00039640586567388306,4.491400140942706,17.085196920446116,14.589320799785554,7.670003822985905
0.0004070422715395568,4.491400140942665,17.08519692044603,14.589320799785677,7.6700038229859695
0.00041768931381109615,4.491400140942792,17.085196920446215,14.589320799785401,7.670003822985805
0.0004283470031249071,4.491400140942739,17.08519692044615,14.589320799785508,7.670003822985828
0.00043901535012803183,4.491400140942703,17.085196920446155,14.589320799785527,7.670003822985846
0.0004496943654781597,4.491400140942782,17.085196920446215,14.58932079978554,7.670003822985802
0.0004603840598436377,4.49140014094267,17.085196920446055,14.58932079978556,7.670003822985946
0.0004710844439034811,4.491400140942684,17.08519692044608,14.589320799785627,7.6700038229859215
0.0004817955283473845,4.491400140942611,17.085196920445973,14.589320799785616,7.670003822986008
0.0004925173238757317,4.491400140942755,17.085196920446204,14.589320799785543,7.670003822985821
0.0005032498411996073,4.491400140942715,17.085196920446094,14.589320799785504,7.670003822985929
0.0005139930910408066,4.491400140942746,17.085196920446187,14.589320799785494,7.670003822985821
0.0005247470841318473,4.4914001409427255,17.085196920446148,14.589320799785419,7.670003822985884
0.000535511831215979,4.4914001409426785,17.085196920446048,14.589320799785543,7.670003822985974
0.0005462873430471948,4.491400140942733,17.085196920446172,14.589320799785407,7.67000382298584
0.0005570736303902419,4.491400140942744,17.085196920446183,14.58932079978546,7.670003822985821
0.000567870704020632,4.491400140942716,17.085196920446112,14.589320799785527,7.670003822985906
0.0005786785747246524,4.491400140942738,17.08519692044615,14.589320799785538,7.670003822985848
0.0005894972532993769,4.49140014094271,17.085196920446148,14.58932079978549,7.6700038229858505
0.0006003267505526762,4.491400140942708,17.08519692044616,14.589320799785554,7.6700038229858585
0.0006111670773032287,4.491400140942677,17.085196920446084,14.589320799785572,7.670003822985922
0.0006220182443805319,4.491400140942724,17.085196920446133,14.58932079978551,7.670003822985878
0.0006328802626249123,4.491400140942715,17.085196920446155,14.589320799785538,7.6700038229858825
0.0006437531428875371,4.491400140942811,17.08519692044622,14.58932079978547,7.670003822985796
0.0006546368960304246,4.4914001409428135,17.08519692044625,14.589320799785336,7.670003822985769
0.000665531532926455,4.491400140942697,17.085196920446126,14.589320799785598,7.670003822985892
0.0006764370644593815,4.491400140942711,17.08519692044613,14.589320799785527,7.670003822985888
0.0006873535015238409,4.491400140942843,17.085196920446307,14.58932079978533,7.670003822985702
0.0006982808550253648,4.491400140942722,17.085196920446172,14.589320799785394,7.67000382298584
0.0007092191358803901,4.491400140942703,17.085196920446123,14.589320799785503,7.670003822985877
0.0007201683550162705,4.491400140942775,17.085196920446204,14.589320799785458,7.670003822985808
0.0007311285233712868,4.49140014094268,17.085196920446073,14.58932079978566,7.670003822985951
0.0007420996518946581,4.491400140942754,17.085196920446204,14.589320799785474,7.670003822985814
0.0007530817515465528,4.491400140942711,17.085196920446105,14.589320799785584,7.670003822985919
0.0007640748332980993,4.491400140942754,17.085196920446165,14.589320799785433,7.670003822985834
0.0007750789081313973,4.491400140942773,17.0851969204462,14.589320799785371,7.6700038229858265
0.0007860939870395289,4.491400140942707,17.08519692044609,14.589320799785558,7.670003822985912
0.0007971200810265684,4.4914001409426785,17.085196920446048,14.589320799785623,7.670003822985964
0.0008081572011075949,4.491400140942719,17.085196920446148,14.589320799785503,7.670003822985852
0.0008192053583087023,4.491400140942805,17.08519692044624,14.589320799785455,7.670003822985779
0.0008302645636670109,4.491400140942703,17.08519692044608,14.589320799785588,7.6700038229859295
0.0008413348282306777,4.491400140942703,17.085196920446116,14.58932079978556,7.670003822985892
0.0008524161630589082,4.491400140942743,17.085196920446148,14.589320799785396,7.670003822985856
0.0008635085792219671,4.491400140942678,17.0851969204461,14.589320799785654,7.670003822985906
0.0008746120878011888,4.491400140942647,17.085196920446,14.589320799785524,7.670003822985998
0.0008857266998889898,4.491400140942643,17.085196920445995,14.589320799785607,7.670003822985988
0.0008968524265888788,4.49140014094275,17.085196920446155,14.589320799785524,7.670003822985863
0.0009079892790154675,4.491400140942742,17.08519692044622,14.589320799785382,7.670003822985791
0.0009191372682944829,4.491400140942712,17.0851969204461,14.58932079978554,7.670003822985897
0.0009302964055627773,4.491400140942754,17.085196920446187,14.589320799785474,7.670003822985835
0.00094146670196834,4.49140014094281,17.085196920446297,14.589320799785362,7.670003822985735
0.0009526481686703081,4.491400140942716,17.08519692044612,14.589320799785504,7.670003822985885
0.0009638408168389782,4.491400140942754,17.0851969204462,14.589320799785444,7.670003822985805
0.000975044657655817,4.4914001409427025,17.085196920446066,14.589320799785465,7.670003822985932
0.0009862597023134725,4.49140014094277,17.08519692044621,14.589320799785549,7.670003822985806
0.0009974859620157858,4.491400140942732,17.085196920446144,14.589320799785499,7.670003822985853
0.0010087234479778013,4.491400140942746,17.085196920446148,14.589320799785476,7.670003822985858
0.0010199721714257788,4.491400140942764,17.08519692044623,14.589320799785538,7.6700038229857785
0.0010312321435972044,4.491400140942673,17.085196920446048,14.58932079978556,7.670003822985963
0.0010425033757408015,4.49140014094276,17.085196920446204,14.589320799785533,7.670003822985802
0.0010537858791165422,4.491400140942758,17.0851969204462,14.589320799785382,7.670003822985795
0.0010650796649956584,4.49140014094271,17.085196920446123,14.589320799785519,7.670003822985899
0.0010763847446606538,4.491400140942709,17.085196920446112,14.589320799785533,7.670003822985915
